資料來源	檔案名稱	頁碼	行號	中文片名	上映日期	國別地區	發行商	製片商	統計起始日	統計結束日	統計週期	本期上映院數	本期銷售票數	本期銷售金額	累計上映天數	上映週數	最大上映院數	累計銷售票數	累計銷售金額	統計中
全國電影票房2018年04/02-04/08統計資訊	81.pdf	6	86	星際叛將：歐西里斯之子	2018-01-05	澳洲 	車庫 司 娛樂股份有限公 	(荷蘭)ABBOLITA FILMS BV 	2018-04-02	2018-04-08	weekly	3	35	4660	NULL	14.0	14	1722	345354	False
全國電影票房2018年04/02-04/08統計資訊	81.pdf	6	87	野蠻遊戲：瘋狂叢林	2017-12-27	美國 	博偉電影股份有限公 司	SONY PICTURESRELEASINGINTERNATIONALCORPORATION.	2018-04-02	2018-04-08	weekly	12	5061	345900	NULL	15.0	88	864642	202097875	False
全國電影票房2018年04/02-04/08統計資訊	81.pdf	7	100	積存時間的生活	2017-11-10	日本 	海鵬影業有限公司 	BITTASTE,INC. 	2018-04-02	2018-04-08	weekly	1	90	17685	NULL	22.0	7	8170	1762009	False
全國電影票房2018年04/02-04/08統計資訊	81.pdf	7	88	歌喉讚3	2017-12-27	美國 	美商美國環球影片股份有限公司台灣分公司	(美國)UNIVERSALINTERNATIONAL FILMSLLC	2018-04-02	2018-04-08	weekly	6	1628	103490	NULL	15.0	86	436234	100384377	False
全國電影票房2018年04/02-04/08統計資訊	81.pdf	7	89	大娛樂家	2017-12-20	美國 	美商廿世紀福斯影片股份有限公司台灣分公司	(美國)TWENTIETHCENTURY FOXINTERNATIONALCORPORATION.	2018-04-02	2018-04-08	weekly	5	479	50750	NULL	16.0	89	385000	91080972	False
全國電影票房2018年04/02-04/08統計資訊	81.pdf	7	90	逃出亞馬遜	2017-12-15	澳洲 	天馬行空數位有限公司	ARCLIGHT FILMSINTERNATIONAL,PTY.,LTD	2018-04-02	2018-04-08	weekly	1	101	10335	NULL	17.0	9	7253	1461234	False
全國電影票房2018年04/02-04/08統計資訊	81.pdf	7	91	犯罪都市	2017-12-15	南韓 	車庫娛樂股份有限公司 	M-LINE DISTRIBUTION 	2018-04-02	2018-04-08	weekly	2	22	2980	NULL	17.0	16	5684	1194601	False
全國電影票房2018年04/02-04/08統計資訊	81.pdf	7	92	STARWARS：最後的絕地武士	2017-12-13	美國 	台灣華特迪士尼股份 有限公司 	BUENA VISTA INTERNATIONAL, INC. 	2018-04-02	2018-04-08	weekly	7	1029	113870	NULL	17.0	88	414265	105954749	False
全國電影票房2018年04/02-04/08統計資訊	81.pdf	7	93	東方快車謀殺案	2017-12-08	美國 	美商廿世紀福斯影片股份有限公司台灣分公司	TWENTIETH CENTURY FOXINTERNATIONALCORPORATION.	2018-04-02	2018-04-08	weekly	1	7	630	NULL	18.0	90	409540	94641518	False
全國電影票房2018年04/02-04/08統計資訊	81.pdf	7	94	奇蹟男孩	2017-12-01	美國 	香港商甲上娛樂有限公司台灣分公司	LIONS GATEINTERNATIONAL(UK)LIMITED	2018-04-02	2018-04-08	weekly	1	4	550	NULL	19.0	77	274091	61130228	False
全國電影票房2018年04/02-04/08統計資訊	81.pdf	7	95	可可夜總會	2017-11-24	美國 	台灣華特迪士尼股份有限公司	BUENA VISTAINTERNATIONAL,INC.	2018-04-02	2018-04-08	weekly	14	6189	467585	NULL	20.0	88	590973	134500564	False
全國電影票房2018年04/02-04/08統計資訊	81.pdf	7	96	隱藏的大明星	2017-11-24	印度 	車庫娛樂股份有限公司 	(模里西斯)ATL MEDIA LTD. 	2018-04-02	2018-04-08	weekly	1	160	8000	NULL	20.0	68	122934	26800184	False
全國電影票房2018年04/02-04/08統計資訊	81.pdf	7	97	血觀音	2017-11-24	中華民國 	原子映象有限公司	中環國際娛樂事業股份有限公司##原子映象有限公司##高雄人##喆學影像製作有限公司	2018-04-02	2018-04-08	weekly	1	13	1300	NULL	20.0	64	394828	88619125	False
全國電影票房2018年04/02-04/08統計資訊	81.pdf	7	98	失速夜狂奔	2017-11-24	美國 	安可電影股份有限公司	(盧森堡)HERCULES FILMSINVESTMENT SARL	2018-04-02	2018-04-08	weekly	1	3	300	NULL	20.0	8	3054	691793	False
全國電影票房2018年04/02-04/08統計資訊	81.pdf	7	99	正義聯盟	2017-11-16	美國 	美商華納兄弟(遠東)股份有限公司台灣分公司	WARNER BROS. PICTURESINTERNATIONAL. 	2018-04-02	2018-04-08	weekly	1	111	8900	NULL	21.0	90	1027920	246312792	False
全國電影票房2018年04/02-04/08統計資訊	81.pdf	8	101	幸福路上	2017-10-30	中華民國 	傳影互動股份有限公司	傳影互動股份有限公司##幸福路映畫社有限公司##財團法人高雄市文化基金會	2018-04-02	2018-04-08	weekly	7	1451	93060	NULL	23.0	70	61292	12894389	False
全國電影票房2018年04/02-04/08統計資訊	81.pdf	8	102	逆轉風帆	2014-08-29	法國 	香港商甲上娛樂有限公司台灣分公司 	GAUMONT S.A. 	2018-04-02	2018-04-08	weekly	1	1	100	NULL	188.0	1	1	100	False
全國電影票房2018年04/02-04/08統計資訊	81.pdf	8	103	玩具總動員3	2010-06-16	美國 	台灣華特迪士尼股份有限公司	BUENA VISTAINTERNATIONAL,INC.	2018-04-02	2018-04-08	weekly	1	175	43420	NULL	407.0	7	236	58450	False
全國電影票房2018年04/02-04/08統計資訊	81.pdf	8	104	玩具總動員	2010-06-16	美國 	台灣華特迪士尼股份有限公司	BUENA VISTAINTERNATIONAL,INC.	2018-04-02	2018-04-08	weekly	1	80	20000	NULL	407.0	7	87	21750	False
全國電影票房2018年04/02-04/08統計資訊	81.pdf	8	105	玩具總動員2	2010-04-23	美國 	台灣華特迪士尼股份有限公司	BUENA VISTAINTERNATIONAL,INC.	2018-04-02	2018-04-08	weekly	1	88	21780	NULL	415.0	7	128	31320	False
全國電影票房2018年04/02-04/08統計資訊	81.pdf	8	106	臥虎藏龍	2000-07-07	中華民國 	高雄市電影館 	Park Circus Limited 	2018-04-02	2018-04-08	weekly	1	61	11460	NULL	924.0	1	61	11460	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	0	1	午夜遊戲	2018-04-06	美國	暗光鳥有限公司	VOLTAGE PICTURES, LLC	2018-04-09	2018-04-15	weekly	2	56	11775	NULL	2.0	2	118	24780	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	0	10	魔女席瑪	2018-04-04	挪威	鏡象電影製作有限公司	(法國)MEMENTO FILMSINTERNATIONAL	2018-04-09	2018-04-15	weekly	13	742	163635	NULL	2.0	13	2246	501316	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	0	11	最酷的旅伴	2018-04-03	法國	海鵬影業有限公司	(匈牙利)FREEWAYENTERTAINMENT KFT.	2018-04-09	2018-04-15	weekly	9	3291	706985	NULL	2.0	9	8184	1754745	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	0	12	卡拉絲：為愛而聲	2018-04-03	法國	采昌國際多媒體股份有限公司	MK2 FILMS-SOCIÉTÉ PARACTIONS SIMPLIFIÉE	2018-04-09	2018-04-15	weekly	9	1163	246200	NULL	2.0	9	3245	702048	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	0	13	有一種喜歡	2018-03-30	中華民國	九星電影有限公司	九星電影有限公司##風山漸(香港)有限公司	2018-04-09	2018-04-15	weekly	46	4391	984827	NULL	3.0	46	37638	8461390	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	0	2	飢膚	2018-04-06	德國	暗光鳥有限公司	（英國）JINGA FILMSLIMITED	2018-04-09	2018-04-15	weekly	2	27	5690	NULL	2.0	2	49	10340	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	0	3	噤界	2018-04-04	美國	美商美國派拉蒙影片股份有限公司台灣分公司	PARAMOUNT PICTURESCORPORATION	2018-04-09	2018-04-15	weekly	84	92982	21561371	NULL	2.0	84	241625	56006192	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	0	4	比得兔	2018-04-04	美國	博偉電影股份有限公司	SONY PICTURESRELEASINGINTERNATIONALCORPORATION.	2018-04-09	2018-04-15	weekly	86	22432	5073076	NULL	2.0	86	101083	23051089	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	0	5	雨妳再次相遇	2018-04-04	南韓	車庫娛樂股份有限公司	LOTTE ENTERTAINMENT	2018-04-09	2018-04-15	weekly	49	21954	4986116	NULL	2.0	49	59431	13771723	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	0	6	恩德培行動	2018-04-04	美國	英屬維京群島商高捷全球開發有限公司台灣分公司	(美國)STORYTELLERDISTRIBUTION CO., LLC	2018-04-09	2018-04-15	weekly	53	4875	1082612	NULL	2.0	53	24125	5468127	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	0	7	糯爾摩斯	2018-04-04	美國	美商美國派拉蒙影片股份有限公司台灣分公司	PARAMOUNT PICTURESCORPORATION	2018-04-09	2018-04-15	weekly	73	2884	658923	NULL	2.0	73	20992	4767068	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	0	8	寂寞大師	2018-04-04	英國	傳影互動股份有限公司	HANWAY FILMS LIMITED	2018-04-09	2018-04-15	weekly	15	2153	476426	NULL	2.0	15	5839	1307784	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	0	9	特別版FREE！男子游泳部－TAKEYOURMARKS－	2018-04-04	日本	采昌國際多媒體股份有限公司	ABC ANIMATION, INC.	2018-04-09	2018-04-15	weekly	13	1951	475009	NULL	2.0	13	9803	2417522	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	1	14	劇場版無敵鐵金剛/INFINITY	2018-03-30	日本	曼迪傳播有限公司	TOEI ANIMATION CO.,LTD.	2018-04-09	2018-04-15	weekly	25	2863	663451	NULL	3.0	25	28376	6692059	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	1	15	多桑不在家	2018-03-30	日本	天馬行空數位有限公司	CREi INC.	2018-04-09	2018-04-15	weekly	9	664	142360	NULL	3.0	9	5488	1202045	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	1	16	老闆好壞	2018-03-30	美國	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	STX PRODUCTIONS,LLC	2018-04-09	2018-04-15	weekly	39	535	118365	NULL	3.0	39	13857	3126603	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	1	17	消屍的夜晚	2018-03-30	南韓	車庫娛樂股份有限公司	CONTENTS PANDA	2018-04-09	2018-04-15	weekly	8	418	96915	NULL	3.0	8	5188	1178323	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	1	18	小活佛	2018-03-30	法國	聯影企業股份有限公司	TF1 DROITSAUDIOVISUELS	2018-04-09	2018-04-15	weekly	6	249	52260	NULL	3.0	6	1590	325190	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	1	19	全員死刑	2018-03-30	日本	鴻基國際視訊股份有限公司	NIKKATSUCOPRORATION.	2018-04-09	2018-04-15	weekly	3	12	2750	NULL	3.0	3	546	120640	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	1	20	異端邪降	2018-03-30	加拿大	暗光鳥有限公司	BREAKTHROUGHENTERTAINMENT INC.	2018-04-09	2018-04-15	weekly	1	0	0	NULL	3.0	1	88	18335	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	1	21	一級玩家	2018-03-29	美國	美商華納兄弟（遠東）股份有限公司台灣分公司	WARNER BROS.PICTURESINTERNATIONAL.	2018-04-09	2018-04-15	weekly	90	245993	62337150	NULL	3.0	90	1160419	298787779	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	1	22	七月與安生	2018-03-23	中國大陸	香港商甲上娛樂有限公司台灣分公司	(大陸)極客影業（上海）有限公司 ##(大陸)嘉映影業有限公司##(大陸)霍爾果斯嘉美影業有限公司##(大陸)上海極客文化傳播有限公司##(大陸)上海尚世影業有限公司##(大陸)亞博思文化傳媒（北京）有限公司##(香港)我們製作有限公司##(香港)阿里巴巴影業集團有限公司##(香港)天恩娛樂有限公司	2018-04-09	2018-04-15	weekly	14	2004	458676	NULL	4.0	21	22520	5234166	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	1	23	你只欠我一個道歉	2018-03-23	黎巴嫩	海鵬影業有限公司	(法國)INDIE SALESCOMPANY	2018-04-09	2018-04-15	weekly	8	871	185885	NULL	4.0	9	7443	1584935	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	2	24	抹大拉的馬利亞	2018-03-23	美國	美商美國環球影片股份有限公司台灣分公司	UNIVERSALINTERNATIONAL FILMSLLC	2018-04-09	2018-04-15	weekly	3	234	51180	NULL	4.0	12	3999	893079	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	2	25	瘋人院	2018-03-23	美國	美商廿世紀福斯影片股份有限公司台灣分公司	TWENTIETH CENTURYFOX INTERNATIONALCORPORATION.	2018-04-09	2018-04-15	weekly	6	110	23810	NULL	4.0	29	13170	3053171	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	2	26	溫蒂的幸福劇本	2018-03-23	美國	威視股份有限公司	(英國)EMBANKMENTFILMS LIMITED.	2018-04-09	2018-04-15	weekly	3	27	6170	NULL	4.0	30	6188	1399727	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	2	27	愛與別離的夏威夷	2018-03-23	日本	鴻基國際視訊股份有限公司	IPPO,INC.	2018-04-09	2018-04-15	weekly	1	16	3605	NULL	4.0	4	767	163400	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	2	28	深秋的黎明	2018-03-23	法國	可樂藝術文創股份有限公司	(法國)MK2 FILMS	2018-04-09	2018-04-15	weekly	1	7	1775	NULL	4.0	7	568	114010	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	2	29	香米小情歌	2018-03-23	美國	采昌國際多媒體股份有限公司	(匈牙利)FREEWAYENTERTAINMENT KFT.	2018-04-09	2018-04-15	weekly	1	1	240	NULL	4.0	6	695	144280	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	2	30	環太平洋2:起義時刻	2018-03-21	美國	美商美國環球影片股份有限公司台灣分公司	UNIVERSALINTERNATIONAL FILMSLLC	2018-04-09	2018-04-15	weekly	87	19856	4624186	NULL	4.0	90	697734	168015094	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	2	31	人生起跑線	2018-03-16	印度	車庫娛樂股份有限公司	(模里西斯)ATL MEDIALTD	2018-04-09	2018-04-15	weekly	6	1437	335180	NULL	5.0	37	27725	6221204	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	2	32	極盜戰	2018-03-16	美國	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	STX Productions, LLC	2018-04-09	2018-04-15	weekly	6	74	17050	NULL	5.0	82	99074	22637404	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	2	33	記憶中的擁抱	2018-03-16	英國	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	(德國)STUDIOCANAL TVGMBH	2018-04-09	2018-04-15	weekly	2	19	4120	NULL	5.0	16	4920	1103879	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	2	34	隔牆有詭	2018-03-16	美國	双喜電影發行股份有限公司	DUAL VISIONS LLC.	2018-04-09	2018-04-15	weekly	1	9	2525	NULL	5.0	22	4087	916671	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	2	35	電影配樂傳奇	2018-03-09	美國	翻面映畫有限公司	CINETIC MEDIA	2018-04-09	2018-04-15	weekly	3	84	18520	NULL	6.0	7	8354	1867589	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	2	36	鬼搖靈	2018-03-09	南韓	安可電影股份有限公司	CJ E&M CORPORATION	2018-04-09	2018-04-15	weekly	3	85	15720	NULL	6.0	14	9659	2227467	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	2	37	古墓奇兵	2018-03-08	美國	美商華納兄弟（遠東）股份有限公司台灣分公司	WARNER BROS.PICTURESINTERNATIONAL.	2018-04-09	2018-04-15	weekly	51	2930	698115	NULL	6.0	89	572669	136421337	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	3	38	玩命颶風	2018-03-08	美國	香港商甲上娛樂有限公司台灣分公司	FORESIGHT UNLIMITED	2018-04-09	2018-04-15	weekly	7	86	18125	NULL	6.0	69	136248	31445997	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	3	39	鎌倉物語	2018-03-02	日本	中影股份有限公司	NIPPON TELEVISIONNETWORKCORPORATION	2018-04-09	2018-04-15	weekly	9	975	209610	NULL	7.0	33	42000	9364865	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	3	40	閨蜜2	2018-03-02	香港	華映娛樂股份有限公司	(大陸)福建恒業影業有限公司##(大陸)福建真恒業文化傳播有限公司##(香港)香港恒業影業有限公司##(香港)無限動力實業有限公司##(香港)中國數碼娛樂有限公司##(大陸)完美星空傳媒有限公司##(大陸)深圳市視界浪潮傳媒有限公司## (大陸)中影新銳（北京）影業有限公司##(大陸)重慶電影集團有限公司##(大陸)北京新片場傳媒股份有限公司##(大陸)揚州廣播電視總台	2018-04-09	2018-04-15	weekly	1	14	3540	NULL	7.0	85	121510	27902554	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	3	41	紅雀	2018-02-28	美國	美商廿世紀福斯影片股份有限公司台灣分公司	TWENTIETH CENTURYFOX INTERNATIONALCORPORATION.	2018-04-09	2018-04-15	weekly	45	3687	891723	NULL	7.0	88	727191	172040099	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	3	42	淑女鳥	2018-02-28	美國	美商美國環球影片股份有限公司台灣分公司	UNIVERSALINTERNATIONAL FILMSLLC	2018-04-09	2018-04-15	weekly	1	154	33810	NULL	7.0	30	33829	7838710	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	3	43	英雄本色2018	2018-02-28	中國大陸	海樂影業股份有限公司	北京京西文化旅游股份有限公司##北京耀萊影視文化傳媒有限公司##酷仔(上海)文化傳播有限公司##重慶水木誠德文化產業股權投資基金合伙企業(有限合伙)	2018-04-09	2018-04-15	weekly	1	31	6820	NULL	7.0	9	1569	397075	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	4	44	遊戲夜殺必死	2018-02-27	美國	美商華納兄弟（遠東）股份有限公司台灣分公司	WARNER BROS.PICTURESINTERNATIONAL.	2018-04-09	2018-04-15	weekly	1	4	1060	NULL	7.0	78	85435	19876215	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	4	45	羅曼律師	2018-02-23	美國	捷傑有限公司	COLUMBIA PICTURES	2018-04-09	2018-04-15	weekly	3	161	22930	NULL	8.0	11	3068	626338	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	4	46	愛愛後當機	2018-02-23	法國	原創娛樂股份有限公司	OTHER ANGLE PICTURES	2018-04-09	2018-04-15	weekly	3	150	21530	NULL	8.0	3	1078	193165	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	4	47	那才是我的世界	2018-02-23	南韓	車庫娛樂股份有限公司	CJ E&M CORPORATION	2018-04-09	2018-04-15	weekly	1	33	11550	NULL	8.0	25	6632	1500204	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	4	48	西遊記女兒國	2018-02-15	香港	海樂影業股份有限公司	(香港)星皓影業(香港)有限公司##(大陸)星皓影業有限公司	2018-04-09	2018-04-15	weekly	2	314	15700	NULL	9.0	42	58094	12942471	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	4	49	萌牛費迪南	2018-02-15	美國	美商廿世紀福斯影片股份有限公司台灣分公司	TWENTIETH CENTURYFOX INTERNATIONALCORPORATION.	2018-04-09	2018-04-15	weekly	2	172	14140	NULL	9.0	87	123816	28298503	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	4	50	角頭2：王者再起	2018-02-14	中華民國	理大國際多媒體股份有限公司	理大國際多媒體股份有限公司##柏合麗國際影業股份有限公司##能海電能科技股份有限公司##路得寶交通股份有限公司##鑫盛傳媒製作股份有限公司##鐵人文創娛樂有限公司##昇華娛樂傳播股份有限公司##捷泰精密工業股份有限公司##華人電通文化傳媒有限公司	2018-04-09	2018-04-15	weekly	5	84	20330	NULL	9.0	79	554475	127042937	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	4	51	黑豹	2018-02-13	美國	台灣華特迪士尼股份有限公司	BUENA VISTAINTERNATIONAL, INC.	2018-04-09	2018-04-15	weekly	5	493	125252	NULL	9.0	87	1557689	371525427	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	4	52	意外	2018-02-09	美國	美商廿世紀福斯影片股份有限公司台灣分公司	TWENTIETH CENTURYFOX INTERNATIONALCORPORATION.	2018-04-09	2018-04-15	weekly	5	250	56530	NULL	10.0	29	57162	12867867	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	4	53	15:17巴黎列車	2018-02-08	美國	美商華納兄弟（遠東）股份有限公司台灣分公司	WARNER BROS.PICTURESINTERNATIONAL.	2018-04-09	2018-04-15	weekly	1	64	5680	NULL	10.0	79	68308	15801436	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	5	54	決勝女王	2018-02-02	美國	采昌國際多媒體股份有限公司	(英國)FILM & TV HOUSELIMITED	2018-04-09	2018-04-15	weekly	10	649	63430	NULL	11.0	63	132321	30755626	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	5	55	金錢世界	2018-02-02	美國	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	STX PRODUCTIONS, LLC	2018-04-09	2018-04-15	weekly	6	634	41480	NULL	11.0	71	43562	9668973	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	5	56	水底情深	2018-02-02	美國	美商廿世紀福斯影片股份有限公司台灣分公司	TWENTIETH CENTURYFOX INTERNATIONALCORPORATION.	2018-04-09	2018-04-15	weekly	3	165	41060	NULL	11.0	49	117374	27797774	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	5	57	電影版巧虎的彩虹綠洲	2018-02-02	日本	全民大劇團股份有限公司	倍樂生株式會社	2018-04-09	2018-04-15	weekly	12	126	30752	NULL	11.0	13	41721	9896518	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	5	58	溫徹斯特鬼屋	2018-02-02	美國	香港商甲上娛樂有限公司台灣分公司	ECLIPSE PICTURES INC.	2018-04-09	2018-04-15	weekly	2	98	11200	NULL	11.0	61	113350	26508491	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	5	59	縮小人生	2018-01-26	美國	美商美國派拉蒙影片股份有限公司台灣分公司	(美國)PARAMOUNT PICTURESCORPORATION	2018-04-09	2018-04-15	weekly	9	591	64225	NULL	12.0	84	141659	32605885	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	5	60	老娘叫譚雅	2018-01-26	美國	海樂影業股份有限公司	(匈牙利)FREEWAYENTERTAINMENT KFT.	2018-04-09	2018-04-15	weekly	4	182	22360	NULL	12.0	28	15418	3320048	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	5	61	移動迷宮：死亡解藥	2018-01-19	美國	美商廿世紀福斯影片股份有限公司台灣分公司	TWENTIETH CENTURYFOX INTERNATIONALCORPORATION.	2018-04-09	2018-04-15	weekly	5	1635	89640	NULL	13.0	89	757033	172499627	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	5	62	12猛漢	2018-01-19	美國	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	HS Film, LLC	2018-04-09	2018-04-15	weekly	9	811	70870	NULL	13.0	77	163097	36075199	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	5	63	大災難家	2018-01-19	美國	美商華納兄弟(遠東)股份有限公司台灣分公司	WARNER BROS.PICTURESINTERNATIONAL.	2018-04-09	2018-04-15	weekly	6	471	29090	NULL	13.0	65	39567	9040009	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	5	64	疾速救援	2018-01-12	法國	英屬維京群島商高捷全球開發有限公司台灣分公司	STUDIOCANAL	2018-04-09	2018-04-15	weekly	9	1456	112185	NULL	14.0	61	245985	56793739	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	5	65	1987：黎明到來的那一天	2018-01-12	南韓	車庫娛樂股份有限公司	(韓國)CJ E&MCORPORATION	2018-04-09	2018-04-15	weekly	1	9	740	NULL	14.0	32	21000	4779947	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	6	66	沉淪（英國國家劇院現場）	2018-01-10	英國	威秀影城股份有限公司	THE ROYAL NATIONALTHEATRE	2018-04-09	2018-04-15	weekly	4	13	7920	NULL	14.0	5	507	326860	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	6	67	陰兒房第4章：鎖命亡靈	2018-01-05	美國	博偉電影股份有限公司	(美國)SONY PICTURESRELEASINGINTERNATIONALCORPORATION.	2018-04-09	2018-04-15	weekly	12	1262	275095	NULL	15.0	81	140486	31324171	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	6	68	最黑暗的時刻	2018-01-05	美國	美商美國環球影片股份有限公司台灣分公司	UNIVERSALINTERNATIONAL FILMSLLC	2018-04-09	2018-04-15	weekly	8	785	63480	NULL	15.0	42	35931	8187769	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	6	69	野蠻遊戲：瘋狂叢林	2017-12-27	美國	博偉電影股份有限公司	SONY PICTURESRELEASINGINTERNATIONALCORPORATION.	2018-04-09	2018-04-15	weekly	13	2715	204260	NULL	16.0	88	867357	202302135	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	6	70	歌喉讚3	2017-12-27	美國	美商美國環球影片股份有限公司台灣分公司	(美國)UNIVERSALINTERNATIONAL FILMSLLC	2018-04-09	2018-04-15	weekly	4	439	29040	NULL	16.0	86	436673	100413417	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	6	71	大娛樂家	2017-12-20	美國	美商廿世紀福斯影片股份有限公司台灣分公司	(美國)TWENTIETHCENTURY FOXINTERNATIONALCORPORATION.	2018-04-09	2018-04-15	weekly	6	519	48810	NULL	17.0	89	385519	91129782	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	6	72	STARWARS：最後的絕地武士	2017-12-13	美國	台灣華特迪士尼股份有限公司	BUENA VISTAINTERNATIONAL, INC.	2018-04-09	2018-04-15	weekly	6	512	57020	NULL	18.0	88	414777	106011769	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	6	73	放牛班的提琴手	2017-12-08	法國	可樂藝術文創股份有限公司	(法國)GAUMONT S.A.	2018-04-09	2018-04-15	weekly	1	26	4160	NULL	19.0	2	336	68370	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	6	74	奇蹟男孩	2017-12-01	美國	香港商甲上娛樂有限公司台灣分公司	LIONS GATEINTERNATIONAL(UK)LIMITED	2018-04-09	2018-04-15	weekly	2	126	24400	NULL	20.0	77	274217	61154628	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	6	75	可可夜總會	2017-11-24	美國	台灣華特迪士尼股份有限公司	BUENA VISTAINTERNATIONAL,INC.	2018-04-09	2018-04-15	weekly	14	3632	289905	NULL	21.0	88	594605	134790469	True
全國電影票房2018年04/09-04/15統計資訊	82.pdf	6	76	正義聯盟	2017-11-16	美國	美商華納兄弟(遠東)股份有限公司台灣分公司	WARNER BROS.PICTURESINTERNATIONAL.	2018-04-09	2018-04-15	weekly	2	34	2840	NULL	22.0	90	1027954	246315632	False
全國電影票房2018年04/09-04/15統計資訊	82.pdf	6	77	積存時間的生活	2017-11-10	日本	海鵬影業有限公司	BITTASTE,INC.	2018-04-09	2018-04-15	weekly	1	72	14010	NULL	23.0	7	8242	1776019	True
